Titration Data Only,,,,,,,,,,,,,,,,,,,
,190,,1.26,,,,,243.8,,0.02,,,17.8,,,,0.3,,
,193,,1.28,,,,,244.1,,0.02,,,17.8,,,,0.3,,
,196,,1.3,,,,,244.4,,0.02,,,17.8,,,,0.3,,
,199,,1.32,,,,,244.8,,0.02,,,17.8,,,,0.4,,
,202,,1.34,,,,,245.1,,0.02,,,17.8,,,,0.3,,
,205,,1.36,,,,,245.4,,0.02,,,17.8,,,,0.3,,
,208,,1.38,,,,,245.7,,0.02,,,17.8,,,,0.3,,
,211,,1.4,,,,,246,,0.02,,,17.8,,,,0.3,,
,214,,1.42,,,,,246.3,,0.02,,,17.8,,,,0.3,,
,217,,1.44,,,,,246.6,,0.02,,,17.8,,,,0.3,,
,220,,1.46,,,,,246.9,,0.02,,,17.8,,,,0.3,,
,223,,1.48,,,,,247.2,,0.02,,,17.8,,,,0.3,,
,226,,1.5,,,,,247.5,,0.02,,,17.8,,,,0.3,,
,229,,1.52,,,,,247.8,,0.02,,,17.8,,,,0.3,,
,232,,1.54,,,,,248.1,,0.02,,,17.8,,,,0.3,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 7/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-59.7,,,,,,17.5,,,,,,,,
,2,,,,-59.7,,,,,,17.5,,,,0,,,,
,3,,,,-59.7,,,,,,17.5,,,,0,,,,
,4,,,,-59.7,,,,,,17.5,,,,0,,,,
,5,,,,-59.7,,,,,,17.5,,,,0,,,,
,6,,,,-59.7,,,,,,17.5,,,,0,,,,
,7,,,,-59.7,,,,,,17.5,,,,0,,,,
,8,,,,-59.7,,,,,,17.5,,,,0,,,,
,9,,,,-59.7,,,,,,17.5,,,,0,,,,
,10,,,,-59.7,,,,,,17.5,,,,0,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 7/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,0,,0,,,,,-59.8,,,,,17.5,,,,,,
,1,,0.001,,,,,-59.9,,,0.001,,17.5,,-0.1,,,,
,2,,0.005,,,,,-59.9,,,0.004,,17.5,,0,,,,
,3,,0.011,,,,,-59.8,,,0.006,,17.5,,0.1,,,,
,4,,0.0195,,,,,-59.1,,,0.0085,,17.5,,0.7,,,,
,5,,0.0335,,,,,-57.4,,,0.014,,17.5,,1.7,,,,
,6,,0.054,,,,,-55.1,,,0.0205,,17.5,,2.3,,,,
,7,,0.078,,,,,-50.9,,,0.024,,17.5,,4.2,,,,
,8,,0.1115,,,,,-44.6,,,0.0335,,17.5,,6.3,,,,
,9,,0.153,,,,,-35.8,,,0.0415,,17.5,,8.8,,,,
,10,,0.2045,,,,,-25,,,0.0515,,17.5,,10.8,,,,
,11,,0.2665,,,,,-13.1,,,0.062,,17.5,,11.9,,,,
,12,,0.341,,,,,-1.6,,,0.0745,,17.5,,11.5,,,,
,13,,0.4175,,,,,11.5,,,0.0765,,17.5,,13.1,,,,
,14,,0.5165,,,,,25.1,,,0.099,,17.5,,13.6,,,,
,15,,0.628,,,,,39.1,,,0.1115,,17.5,,14,,,,
,16,,0.753,,,,,58.6,,,0.125,,17.5,,19.5,,,,
,17,,0.8895,,,,,79.7,,,0.1365,,17.5,,21.1,,,,
,18,,1.0385,,,,,98.8,,,0.149,,17.5,,19.1,,,,
,19,,1.069,,,,,119.3,,,0.0305,,17.5,,20.5,,,,
,20,,1.071,,,,,114.9,,,0.002,,17.5,,-4.4,,,,
,21,,1.0745,,,,,111.4,,,0.0035,,17.5,,-3.5,,,,
,22,,1.0805,,,,,111.9,,,0.006,,17.5,,0.5,,,,
,23,,1.09,,,,,114.8,,,0.0095,,17.5,,2.9,,,,
,24,,1.101,,,,,118.2,,,0.011,,17.5,,3.4,,,,
,25,,1.1165,,,,,123.7,,,0.0155,,17.5,,5.5,,,,
,26,,1.135,,,,,131.3,,,0.0185,,17.5,,7.6,,,,
,27,,1.1535,,,,,138.3,,,0.0185,,17.5,,7,,,,
,28,,1.1705,,,,,145.1,,,0.017,,17.5,,6.8,,,,
,29,,1.185,,,,,150.2,,,0.0145,,17.5,,5.1,,,,
,30,,1.198,,,,,154.9,,,0.013,,17.5,,4.7,,,,
,31,,1.21,,,,,159.3,,,0.012,,17.5,,4.4,,,,
,32,,1.222,,,,,164.3,,,0.012,,17.5,,5,,,,
,33,,1.2295,,,,,168,,,0.0075,,17.5,,3.7,,,,
,34,,1.2355,,,,,170.3,,,0.006,,17.5,,2.3,,,,
,35,,1.2425,,,,,172.2,,,0.007,,17.5,,1.9,,,,
,36,,1.251,,,,,174.1,,,0.0085,,17.5,,1.9,,,,
,37,,1.2595,,,,,176.1,,,0.0085,,17.5,,2,,,,
,38,,1.2705,,,,,178.3,,,0.011,,17.5,,2.2,,,,
,39,,1.2805,,,,,180.4,,,0.01,,17.5,,2.1,,,,
,40,,1.288,,,,,182.3,,,0.0075,,17.5,,1.9,,,,
,41,,1.2935,,,,,183.8,,,0.0055,,17.5,,1.5,,,,
,42,,1.299,,,,,184.9,,,0.0055,,17.5,,1.1,,,,
,43,,1.3045,,,,,186,,,0.0055,,17.5,,1.1,,,,
,44,,1.3115,,,,,187.1,,,0.007,,17.5,,1.1,,,,
,45,,1.3185,,,,,188.1,,,0.007,,17.5,,1,,,,
,46,,1.324,,,,,189.2,,,0.0055,,17.5,,1.1,,,,
,47,,1.327,,,,,190.1,,,0.003,,17.5,,0.9,,,,
,48,,1.3295,,,,,190.6,,,0.0025,,17.5,,0.5,,,,
,49,,1.3325,,,,,191.1,,,0.003,,17.5,,0.5,,,,
,50,,1.337,,,,,191.5,,,0.0045,,17.5,,0.4,,,,
,51,,1.342,,,,,192.1,,,0.005,,17.5,,0.6,,,,
,52,,1.345,,,,,192.6,,,0.003,,17.5,,0.5,,,,
,53,,1.3475,,,,,193.1,,,0.0025,,17.5,,0.5,,,,
,54,,1.3495,,,,,193.4,,,0.002,,17.5,,0.3,,,,
,55,,1.3525,,,,,193.7,,,0.003,,17.5,,0.3,,,,
,56,,1.355,,,,,194,,,0.0025,,17.5,,0.3,,,,
,57,,1.3575,,,,,194.3,,,0.0025,,17.5,,0.3,,,,
,58,,1.3585,,,,,194.5,,,0.001,,17.5,,0.2,,,,
,59,,1.361,,,,,194.7,,,0.0025,,17.5,,0.2,,,,
,60,,1.363,,,,,195,,,0.002,,17.5,,0.3,,,,
,61,,1.3635,,,,,195.3,,,0.0005,,17.5,,0.3,,,,
,62,,1.365,,,,,195.3,,,0.0015,,17.5,,0,,,,
,63,,1.366,,,,,195.5,,,0.001,,17.5,,0.2,,,,
,64,,1.3685,,,,,195.7,,,0.0025,,17.5,,0.2,,,,
,65,,1.371,,,,,195.9,,,0.0025,,17.5,,0.2,,,,
,,,1.37125,,,,,196,,,,,,,,,,,EP
,66,,1.3715,,,,,196.1,,,0.0005,,17.5,,0.2,,,,
,67,,1.372,,,,,196.2,,,0.0005,,17.5,,0.1,,,,
,68,,1.372,,,,,196.2,,,0,,17.5,,0,,,,
,69,,1.372,,,,,196.3,,,0,,17.5,,0.1,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 7/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],,
,0,,0,,,,,196.6,,,,,17.8,,,,,,
,3,,0.02,,,,,198.3,,0.02,,,17.8,,,,1.7,,
,6,,0.04,,,,,200.3,,0.02,,,17.8,,,,2,,
,9,,0.06,,,,,202.2,,0.02,,,17.8,,,,1.9,,
,12,,0.08,,,,,203.9,,0.02,,,17.8,,,,1.7,,
,15,,0.1,,,,,205.6,,0.02,,,17.8,,,,1.7,,
,18,,0.12,,,,,207.2,,0.02,,,17.8,,,,1.6,,
,21,,0.14,,,,,208.7,,0.02,,,17.8,,,,1.5,,
,24,,0.16,,,,,209.9,,0.02,,,17.8,,,,1.2,,
,27,,0.18,,,,,211.1,,0.02,,,17.8,,,,1.2,,
,30,,0.2,,,,,212.4,,0.02,,,17.8,,,,1.3,,
,33,,0.22,,,,,213.6,,0.02,,,17.8,,,,1.2,,
,36,,0.24,,,,,214.8,,0.02,,,17.8,,,,1.2,,
,39,,0.26,,,,,215.9,,0.02,,,17.8,,,,1.1,,
,42,,0.28,,,,,217,,0.02,,,17.8,,,,1.1,,
,45,,0.3,,,,,218,,0.02,,,17.8,,,,1,,
,48,,0.32,,,,,219,,0.02,,,17.8,,,,1,,
,51,,0.34,,,,,219.8,,0.02,,,17.8,,,,0.8,,
,54,,0.36,,,,,220.8,,0.02,,,17.8,,,,1,,
,57,,0.38,,,,,221.6,,0.02,,,17.8,,,,0.8,,
,60,,0.4,,,,,222.4,,0.02,,,17.8,,,,0.8,,
,63,,0.42,,,,,223.2,,0.02,,,17.8,,,,0.8,,
,66,,0.44,,,,,223.9,,0.02,,,17.8,,,,0.7,,
,70,,0.46,,,,,224.7,,0.02,,,17.8,,,,0.8,,
,72,,0.48,,,,,225.4,,0.02,,,17.8,,,,0.7,,
,76,,0.5,,,,,226.2,,0.02,,,17.8,,,,0.8,,
,78,,0.52,,,,,226.9,,0.02,,,17.8,,,,0.7,,
,82,,0.54,,,,,227.6,,0.02,,,17.8,,,,0.7,,
,84,,0.56,,,,,228.2,,0.02,,,17.8,,,,0.6,,
,88,,0.58,,,,,228.8,,0.02,,,17.8,,,,0.6,,
,90,,0.6,,,,,229.4,,0.02,,,17.8,,,,0.6,,
,94,,0.62,,,,,230,,0.02,,,17.8,,,,0.6,,
,97,,0.64,,,,,230.6,,0.02,,,17.8,,,,0.6,,
,100,,0.66,,,,,231.2,,0.02,,,17.8,,,,0.6,,
,103,,0.68,,,,,231.8,,0.02,,,17.8,,,,0.6,,
,106,,0.7,,,,,232.4,,0.02,,,17.8,,,,0.6,,
,109,,0.72,,,,,232.9,,0.02,,,17.8,,,,0.5,,
,112,,0.74,,,,,233.5,,0.02,,,17.8,,,,0.6,,
,115,,0.76,,,,,233.9,,0.02,,,17.8,,,,0.4,,
,118,,0.78,,,,,234.3,,0.02,,,17.8,,,,0.4,,
,121,,0.8,,,,,234.9,,0.02,,,17.8,,,,0.6,,
,124,,0.82,,,,,235.4,,0.02,,,17.8,,,,0.5,,
,127,,0.84,,,,,235.9,,0.02,,,17.8,,,,0.5,,
,130,,0.86,,,,,236.3,,0.02,,,17.8,,,,0.4,,
,133,,0.88,,,,,236.8,,0.02,,,17.8,,,,0.5,,
,136,,0.9,,,,,237.2,,0.02,,,17.8,,,,0.4,,
,139,,0.92,,,,,237.7,,0.02,,,17.8,,,,0.5,,
,142,,0.94,,,,,238.2,,0.02,,,17.8,,,,0.5,,
,145,,0.96,,,,,238.6,,0.02,,,17.8,,,,0.4,,
,148,,0.98,,,,,239,,0.02,,,17.8,,,,0.4,,
,151,,1,,,,,239.4,,0.02,,,17.8,,,,0.4,,
,154,,1.02,,,,,239.8,,0.02,,,17.8,,,,0.4,,
,157,,1.04,,,,,240.2,,0.02,,,17.8,,,,0.4,,
,160,,1.06,,,,,240.6,,0.02,,,17.8,,,,0.4,,
,163,,1.08,,,,,241,,0.02,,,17.9,,,,0.4,,
,166,,1.1,,,,,241.4,,0.02,,,17.9,,,,0.4,,
,169,,1.12,,,,,241.7,,0.02,,,17.9,,,,0.3,,
,172,,1.14,,,,,242.2,,0.02,,,17.9,,,,0.5,,
,175,,1.16,,,,,242.5,,0.02,,,17.9,,,,0.3,,
,178,,1.18,,,,,242.8,,0.02,,,17.9,,,,0.3,,
,181,,1.2,,,,,243.1,,0.02,,,17.9,,,,0.3,,
,184,,1.22,,,,,243.5,,0.02,,,17.9,,,,0.4,,
,187,,1.24,,,,,243.9,,0.02,,,17.9,,,,0.4,,
,190,,1.26,,,,,244.2,,0.02,,,17.9,,,,0.3,,
,193,,1.28,,,,,244.5,,0.02,,,17.9,,,,0.3,,
,196,,1.3,,,,,244.9,,0.02,,,17.9,,,,0.4,,
,199,,1.32,,,,,245.2,,0.02,,,17.9,,,,0.3,,
,202,,1.34,,,,,245.6,,0.02,,,17.9,,,,0.4,,
,205,,1.36,,,,,245.9,,0.02,,,17.9,,,,0.3,,
,208,,1.38,,,,,246.1,,0.02,,,17.9,,,,0.2,,
,211,,1.4,,,,,246.5,,0.02,,,17.9,,,,0.4,,
,214,,1.42,,,,,246.7,,0.02,,,17.9,,,,0.2,,
,217,,1.44,,,,,247,,0.02,,,17.9,,,,0.3,,
,220,,1.46,,,,,247.4,,0.02,,,17.9,,,,0.4,,
,223,,1.48,,,,,247.6,,0.02,,,17.9,,,,0.2,,
,226,,1.5,,,,,247.9,,0.02,,,17.9,,,,0.3,,
,229,,1.52,,,,,248.2,,0.02,,,17.9,,,,0.3,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 8/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-59.7,,,,,,17.5,,,,,,,,
,2,,,,-59.7,,,,,,17.5,,,,0,,,,
,3,,,,-59.7,,,,,,17.5,,,,0,,,,
,4,,,,-59.7,,,,,,17.5,,,,0,,,,
,5,,,,-59.7,,,,,,17.5,,,,0,,,,
,6,,,,-59.7,,,,,,17.5,,,,0,,,,
,7,,,,-59.7,,,,,,17.5,,,,0,,,,
,8,,,,-59.7,,,,,,17.5,,,,0,,,,
,9,,,,-59.8,,,,,,17.5,,,,-0.1,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 8/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,0,,0,,,,,-59.9,,,,,17.5,,,,,,
,1,,0.001,,,,,-59.9,,,0.001,,17.5,,0,,,,
,2,,0.005,,,,,-59.9,,,0.004,,17.5,,0,,,,
,3,,0.011,,,,,-59.7,,,0.006,,17.5,,0.2,,,,
,4,,0.0195,,,,,-59,,,0.0085,,17.5,,0.7,,,,
,5,,0.0335,,,,,-57.6,,,0.014,,17.5,,1.4,,,,
,6,,0.054,,,,,-54.9,,,0.0205,,17.5,,2.7,,,,
,7,,0.0775,,,,,-51,,,0.0235,,17.5,,3.9,,,,
,8,,0.1105,,,,,-44.8,,,0.033,,17.5,,6.2,,,,
,9,,0.151,,,,,-36.5,,,0.0405,,17.5,,8.3,,,,
,10,,0.201,,,,,-25.2,,,0.05,,17.5,,11.3,,,,
,11,,0.2625,,,,,-13.3,,,0.0615,,17.5,,11.9,,,,
,12,,0.335,,,,,-1.5,,,0.0725,,17.5,,11.8,,,,
,13,,0.411,,,,,10.9,,,0.076,,17.5,,12.4,,,,
,14,,0.5085,,,,,24.1,,,0.0975,,17.5,,13.2,,,,
,15,,0.618,,,,,38.2,,,0.1095,,17.5,,14.1,,,,
,16,,0.742,,,,,58.5,,,0.124,,17.5,,20.3,,,,
,17,,0.8785,,,,,76.2,,,0.1365,,17.5,,17.7,,,,
,18,,1.0255,,,,,94.3,,,0.147,,17.5,,18.1,,,,
,19,,1.0865,,,,,116.4,,,0.061,,17.5,,22.1,,,,
,20,,1.088,,,,,115.8,,,0.0015,,17.5,,-0.6,,,,
,21,,1.091,,,,,112.6,,,0.003,,17.5,,-3.2,,,,
,22,,1.096,,,,,112.9,,,0.005,,17.6,,0.3,,,,
,23,,1.104,,,,,115,,,0.008,,17.6,,2.1,,,,
,24,,1.115,,,,,119.3,,,0.011,,17.5,,4.3,,,,
,25,,1.127,,,,,124.6,,,0.012,,17.6,,5.3,,,,
,26,,1.1435,,,,,130.4,,,0.0165,,17.6,,5.8,,,,
,27,,1.161,,,,,137.4,,,0.0175,,17.6,,7,,,,
,28,,1.18,,,,,143.1,,,0.019,,17.6,,5.7,,,,
,29,,1.199,,,,,149.7,,,0.019,,17.6,,6.6,,,,
,30,,1.2125,,,,,155.4,,,0.0135,,17.6,,5.7,,,,
,31,,1.22,,,,,160.2,,,0.0075,,17.6,,4.8,,,,
,32,,1.226,,,,,163.4,,,0.006,,17.6,,3.2,,,,
,33,,1.2325,,,,,165.4,,,0.0065,,17.6,,2,,,,
,34,,1.2405,,,,,167.9,,,0.008,,17.6,,2.5,,,,
,35,,1.2505,,,,,170.5,,,0.01,,17.6,,2.6,,,,
,36,,1.2605,,,,,172.8,,,0.01,,17.6,,2.3,,,,
,37,,1.272,,,,,175.4,,,0.0115,,17.6,,2.6,,,,
,38,,1.283,,,,,178.1,,,0.011,,17.6,,2.7,,,,
,39,,1.2905,,,,,180.3,,,0.0075,,17.6,,2.2,,,,
,40,,1.2955,,,,,182,,,0.005,,17.6,,1.7,,,,
,41,,1.301,,,,,183.2,,,0.0055,,17.6,,1.2,,,,
,42,,1.3065,,,,,184.1,,,0.0055,,17.6,,0.9,,,,
,43,,1.314,,,,,185.3,,,0.0075,,17.6,,1.2,,,,
,44,,1.3225,,,,,186.6,,,0.0085,,17.6,,1.3,,,,
,45,,1.3295,,,,,187.9,,,0.007,,17.6,,1.3,,,,
,46,,1.3335,,,,,189,,,0.004,,17.6,,1.1,,,,
,47,,1.3365,,,,,189.6,,,0.003,,17.6,,0.6,,,,
,48,,1.339,,,,,190.1,,,0.0025,,17.6,,0.5,,,,
,49,,1.3425,,,,,190.5,,,0.0035,,17.6,,0.4,,,,
,50,,1.347,,,,,191,,,0.0045,,17.6,,0.5,,,,
,51,,1.352,,,,,191.5,,,0.005,,17.6,,0.5,,,,
,52,,1.357,,,,,192.2,,,0.005,,17.6,,0.7,,,,
,53,,1.36,,,,,192.6,,,0.003,,17.6,,0.4,,,,
,54,,1.362,,,,,193.1,,,0.002,,17.6,,0.5,,,,
,55,,1.3645,,,,,193.4,,,0.0025,,17.6,,0.3,,,,
,56,,1.367,,,,,193.8,,,0.0025,,17.6,,0.4,,,,
,57,,1.37,,,,,194,,,0.003,,17.6,,0.2,,,,
,58,,1.3725,,,,,194.3,,,0.0025,,17.6,,0.3,,,,
,59,,1.3745,,,,,194.6,,,0.002,,17.6,,0.3,,,,
,60,,1.377,,,,,194.9,,,0.0025,,17.6,,0.3,,,,
,61,,1.3775,,,,,195.1,,,0.0005,,17.6,,0.2,,,,
,62,,1.3785,,,,,195.2,,,0.001,,17.6,,0.1,,,,
,63,,1.3815,,,,,195.4,,,0.003,,17.6,,0.2,,,,
,64,,1.3825,,,,,195.6,,,0.001,,17.6,,0.2,,,,
,65,,1.383,,,,,195.7,,,0.0005,,17.6,,0.1,,,,
,66,,1.386,,,,,195.9,,,0.003,,17.6,,0.2,,,,
,,,1.3865,,,,,196,,,,,,,,,,,EP
,67,,1.3875,,,,,196.2,,,0.0015,,17.6,,0.3,,,,
,68,,1.3875,,,,,196.2,,,0,,17.6,,0,,,,
,69,,1.3875,,,,,196.3,,,0,,17.6,,0.1,,,,
,70,,1.3875,,,,,196.3,,,0,,17.6,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 8/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],,
,0,,0,,,,,196.6,,,,,17.8,,,,,,
,3,,0.02,,,,,198.2,,0.02,,,17.8,,,,1.6,,
,6,,0.04,,,,,200.2,,0.02,,,17.8,,,,2,,
,9,,0.06,,,,,202.1,,0.02,,,17.8,,,,1.9,,
,12,,0.08,,,,,203.8,,0.02,,,17.8,,,,1.7,,
,15,,0.1,,,,,205.6,,0.02,,,17.8,,,,1.8,,
,18,,0.12,,,,,207.1,,0.02,,,17.8,,,,1.5,,
,21,,0.14,,,,,208.6,,0.02,,,17.8,,,,1.5,,
,24,,0.16,,,,,209.8,,0.02,,,17.8,,,,1.2,,
,27,,0.18,,,,,211.1,,0.02,,,17.8,,,,1.3,,
,30,,0.2,,,,,212.3,,0.02,,,17.8,,,,1.2,,
,33,,0.22,,,,,213.5,,0.02,,,17.8,,,,1.2,,
,36,,0.24,,,,,214.7,,0.02,,,17.8,,,,1.2,,
,39,,0.26,,,,,215.8,,0.02,,,17.8,,,,1.1,,
,42,,0.28,,,,,216.9,,0.02,,,17.8,,,,1.1,,
,45,,0.3,,,,,217.9,,0.02,,,17.8,,,,1,,
,48,,0.32,,,,,218.8,,0.02,,,17.8,,,,0.9,,
,51,,0.34,,,,,219.7,,0.02,,,17.8,,,,0.9,,
,54,,0.36,,,,,220.5,,0.02,,,17.9,,,,0.8,,
,57,,0.38,,,,,221.3,,0.02,,,17.9,,,,0.8,,
,60,,0.4,,,,,222.2,,0.02,,,17.9,,,,0.9,,
,64,,0.42,,,,,223,,0.02,,,17.9,,,,0.8,,
,66,,0.44,,,,,223.7,,0.02,,,17.9,,,,0.7,,
,70,,0.46,,,,,224.5,,0.02,,,17.9,,,,0.8,,
,72,,0.48,,,,,225.3,,0.02,,,17.9,,,,0.8,,
,76,,0.5,,,,,226.1,,0.02,,,17.9,,,,0.8,,
,78,,0.52,,,,,226.8,,0.02,,,17.9,,,,0.7,,
,82,,0.54,,,,,227.3,,0.02,,,17.9,,,,0.5,,
,84,,0.56,,,,,228,,0.02,,,17.9,,,,0.7,,
,88,,0.58,,,,,228.6,,0.02,,,17.9,,,,0.6,,
,91,,0.6,,,,,229.2,,0.02,,,17.9,,,,0.6,,
,94,,0.62,,,,,229.8,,0.02,,,17.9,,,,0.6,,
,97,,0.64,,,,,230.4,,0.02,,,17.9,,,,0.6,,
,100,,0.66,,,,,231,,0.02,,,17.9,,,,0.6,,
,103,,0.68,,,,,231.6,,0.02,,,17.9,,,,0.6,,
,106,,0.7,,,,,232.2,,0.02,,,17.9,,,,0.6,,
,109,,0.72,,,,,232.7,,0.02,,,17.9,,,,0.5,,
,112,,0.74,,,,,233.2,,0.02,,,17.9,,,,0.5,,
,115,,0.76,,,,,233.7,,0.02,,,17.9,,,,0.5,,
,118,,0.78,,,,,234.2,,0.02,,,17.9,,,,0.5,,
,121,,0.8,,,,,234.7,,0.02,,,17.9,,,,0.5,,
,124,,0.82,,,,,235.2,,0.02,,,17.9,,,,0.5,,
,127,,0.84,,,,,235.7,,0.02,,,17.9,,,,0.5,,
,130,,0.86,,,,,236.2,,0.02,,,17.9,,,,0.5,,
,133,,0.88,,,,,236.6,,0.02,,,17.9,,,,0.4,,
,136,,0.9,,,,,237.1,,0.02,,,17.9,,,,0.5,,
,139,,0.92,,,,,237.5,,0.02,,,17.9,,,,0.4,,
,142,,0.94,,,,,238,,0.02,,,17.9,,,,0.5,,
,145,,0.96,,,,,238.4,,0.02,,,17.9,,,,0.4,,
,148,,0.98,,,,,238.7,,0.02,,,17.9,,,,0.3,,
,151,,1,,,,,239.1,,0.02,,,17.9,,,,0.4,,
,154,,1.02,,,,,239.5,,0.02,,,17.9,,,,0.4,,
,157,,1.04,,,,,239.9,,0.02,,,17.9,,,,0.4,,
,160,,1.06,,,,,240.3,,0.02,,,17.9,,,,0.4,,
,163,,1.08,,,,,240.8,,0.02,,,17.9,,,,0.5,,
,166,,1.1,,,,,241.2,,0.02,,,17.9,,,,0.4,,
,169,,1.12,,,,,241.5,,0.02,,,17.9,,,,0.3,,
,172,,1.14,,,,,241.9,,0.02,,,17.9,,,,0.4,,
,175,,1.16,,,,,242.3,,0.02,,,17.9,,,,0.4,,
,178,,1.18,,,,,242.6,,0.02,,,17.9,,,,0.3,,
,181,,1.2,,,,,242.9,,0.02,,,17.9,,,,0.3,,
,184,,1.22,,,,,243.3,,0.02,,,17.9,,,,0.4,,
,187,,1.24,,,,,243.6,,0.02,,,17.9,,,,0.3,,
,190,,1.26,,,,,244,,0.02,,,17.9,,,,0.4,,
